section,name,price,category,description,availability,img_primary,img_secondary,product_url
skin,Moringa – Hydrating Facial Water Mist 100ml,$16.00 ,FACIAL MIST,"A precious blend of mineral-rich pure Ceylonese mountain spring water infused with Ayurveda WonderHerb Moringa. Instantly soothes, hydrates, comforts & refreshes skin",In Stock,Moringa – Hydrating Facial Water Mist 100ml_primary.jpg,Moringa – Hydrating Facial Water Mist 100ml_secondary.jpg,https://store.spaceylon.com/product/moringa-hydrating-facial-water-mist-100ml/
skin,Ceylon Coffee With Cocoa – Lip Care Scrub 25g,$16.00 ,DOSHA BY FACE CARE,"A natural exfoliating formula, infused with caring Virgin Coconut, softening Ceylon Mango Butter & renewing Cane Sugars. Enriched with nourishing vitamins & protective anti-oxidants to help gently renew & restore lips. Olive & Ceylon Coffee combine to effectively remove dry, dead skin cells & reveal softer, smoother, more radiant lips.",Out of stock,Ceylon Coffee With Cocoa – Lip Care Scrub 25g_primary.jpg,Ceylon Coffee With Cocoa – Lip Care Scrub 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-coffee-with-cocoa-lip-care-scrub-25g/
skin,Ceylon Mango With Neroli – Lip Care Scrub 25g,$16.00 ,DOSHA BY FACE CARE,"A natural exfoliating formula, infused with caring Virgin Coconut, softening Ceylon Mango Butter & renewing Cane Sugars. Enriched with nourishing vitamins & protective anti-oxidants to help gently renew & restore lips. Tumeric & Neroli combine to effectively remove dry, dead skin cells & reveal softer, smoother, more radiant lips.",Out of stock,Ceylon Mango With Neroli – Lip Care Scrub 25g_primary.jpg,Ceylon Mango With Neroli – Lip Care Scrub 25g_secondary.jpg,https://store.spaceylon.com/product/ceylon-mango-with-neroli-lip-care-scrub-25g/
skin,Skin Balance – Moringa Herb Clarifying Clay Masque 200g,$40.00 ,FACIAL MASQUE,"An intense soothing, purifying & refreshing formula fortified with precious Moringa, Indian Gooseberry, Ceylon Margosa & Gotukola to help control problem skin & restore natural skin balance.",Out of stock,Skin Balance – Moringa Herb Clarifying Clay Masque 200g_primary.jpg,Skin Balance – Moringa Herb Clarifying Clay Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-balance-moringa-herb-clarifying-clay-masque-200g/
skin,Skin Sleep – Tamarind Seed Plumping Crème Masque 200g,$40.00 ,FACIAL MASQUE,"An ultra-rich, creamy blend of naturally rejuvenating Tamarind Seed, Virgin Coconut & Olive, to help deeply hydrate, nourish & firm skin, promoting skin elasticity. Enriched with natural pro-biotic actives to help renew cells & defend against visible signs of skin ageing. Naturally anti-oxidant Green Tea & Grapeseed promote fresh looking, smoother & visibly youthful skin. Precious Calendula & Aloe Vera help comfort & repair skin, while nourishing natural Vitamins B & E help improve skin radiance. Lavender, Neroli & Ylang help comfort & calm for total skin wellness.
* For dry, dehydrated skin
* For skin with fine lines that needs extra hydration, firming & soothing care.",In Stock,Skin Sleep – Tamarind Seed Plumping Crème Masque 200g_primary.jpg,Skin Sleep – Tamarind Seed Plumping Crème Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-sleep-tamarind-seed-plumping-creme-masque-200g/
skin,Skin De-Stress – Sea Mineral Reviva Polishing Masque 200g,$40.00 ,FACIAL MASQUE,"An intensive blend of nutrient-rich minerals & Indian Ginseng to exfoliate skin & help boost vitality. Natural pro-biotic actives help renew cells & minimise skin stress caused by harsh external factors. Naturally rejuvenating Tamarind Seed, Sandalwood & Olive help deeply nourish & restore, promoting skin elasticity.",In Stock,Skin De-Stress – Sea Mineral Reviva Polishing Masque 200g_primary.jpg,Skin De-Stress – Sea Mineral Reviva Polishing Masque 200g_secondary.jpg,https://store.spaceylon.com/product/skin-de-stress-sea-mineral-reviva-polishing-masque-200g/
skin,White Rice – Overnight Hydrating Treatment 200g,$30.00 ,DOSHA BY FACE CARE,Description not available,Out of stock,White Rice – Overnight Hydrating Treatment 200g_primary.jpg,White Rice – Overnight Hydrating Treatment 200g_secondary.jpg,https://store.spaceylon.com/product/white-rice-overnight-hydrating-treatment-200g/
skin,Virgin Coconut – Gentle Cleansing Milk 100ml,$26.00 ,CLEANSER,"An extra-gentle purifying formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to help protect skin against dryness & improve natural skin balance.",In Stock,Virgin Coconut – Gentle Cleansing Milk 100ml_primary.jpg,Virgin Coconut – Gentle Cleansing Milk 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-gentle-cleansing-milk-100ml/
skin,Virgin Coconut – Facial Cleansing Oil 100ml,$26.00 ,CLEANSER,"An extra-gentle purifying formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to help protect skin against dryness & improve natural skin balance.",Out of stock,,Virgin Coconut – Facial Cleansing Oil 100ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-facial-cleansing-oil-100ml/
skin,Virgin Coconut – Nourishing & Glowing Facial Masque 200g,$33.00 ,FACIAL MASQUE,"A rich & creamy formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon. Rich in nourishing vitamins & protective anti-oxidants to deep-purify, soothe, hydrate & comfort skin after sun exposure, promoting natural balance.",Out of stock,Virgin Coconut – Nourishing & Glowing Facial Masque 200g_primary.jpg,Virgin Coconut – Nourishing & Glowing Facial Masque 200g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-nourishing-glowing-facial-masque-200g/
skin,Virgin Coconut – Night Repair Face Treatment Oil 10ml,$20.00 ,BRIDAL SHOWER,"A light, fast-absorbent, overnight treatment formula, blended with pure Virgin Coconut Oil – naturally cold pressed at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.",Out of stock,Virgin Coconut – Night Repair Face Treatment Oil 10ml_primary.jpg,Virgin Coconut – Night Repair Face Treatment Oil 10ml_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-night-repair-face-treatment-oil-10ml/
skin,Comfort – Neck & Shoulder Rub 50g,$13.00 ,COMFORT,"Fast-absorbent non-oily formula. Practical for use on the go, in the office or in any social situation.",In Stock,Comfort – Neck & Shoulder Rub 50g_primary.jpg,Comfort – Neck & Shoulder Rub 50g_secondary.jpg,https://store.spaceylon.com/product/comfort-neck-shoulder-rub-50g/
skin,Neem & Tea Tree – Refining Natural Exfoliator 200g,$27.00 ,DOSHA BY FACE CARE,"A deep-acting scrub enriched with mineral-rich natural clays & balancing Tea Tree to help clear clogged pores, effectively removing dead cells, blackheads, whiteheads & acne causing impurities.",Out of stock,Neem & Tea Tree – Refining Natural Exfoliator 200g_primary.jpg,Neem & Tea Tree – Refining Natural Exfoliator 200g_secondary.jpg,https://store.spaceylon.com/product/neem-tea-tree-refining-natural-exfoliator-200g/
skin,Neem & Tea Tree – Mattifying All – Day Protector SPF 5+ 100g,$25.00 ,DOSHA BY FACE CARE,"An instantly-absorbent non-oily formula enriched with balancing Witch Hazel, soothing Aloe Vera & natural minerals to help keep skin looking matte & oil-free for longer.",Out of stock,Neem & Tea Tree – Mattifying All – Day Protector SPF 5+ 100g_primary.jpg,Neem & Tea Tree – Mattifying All – Day Protector SPF 5+ 100g_secondary.jpg,https://store.spaceylon.com/product/neem-tea-tree-mattifying-all-day-protector-spf-5-100g/
skin,Virgin Coconut – Face & Body Refining Scrub 100g,$30.00 ,BODY SCRUBS & POLISHES,A unique 100% natural complex of pure Virgin Coconut Oil & Virgin Coconut Crystals naturally extracted at source from the finest fresh coconuts hand-picked from the lush tropical gardens of Ceylon.,In Stock,Virgin Coconut – Face & Body Refining Scrub 100g_primary.jpg,Virgin Coconut – Face & Body Refining Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/virgin-coconut-face-body-refining-scrub-100g/
skin,White Jasmine – Brightening Hand Cream 30g,$13.00 ,BRIDAL SHOWER,"A natural illuminating treatment enriched with precious Jasmine oil to gently brighten. Jasmine, Rice Bran & natural vitamins help improve skin tone, while Avocado, Wheatgerm & White Minerals help protect from the sun.",In Stock,White Jasmine – Brightening Hand Cream 30g_primary.jpg,White Jasmine – Brightening Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-brightening-hand-cream-30g/
skin,Sandalwood Spice – Intensive Hand Cream 30g,$12.00 ,BRIDAL SHOWER,"A natural revitalising treatment enriched with precious Mysore Sandalwood, Sweet Almond, Wheatgerm & Virgin Coconut to moisturise, nourish & care for dry & rough hands.",Out of stock,Sandalwood Spice – Intensive Hand Cream 30g_primary.jpg,Sandalwood Spice – Intensive Hand Cream 30g_secondary.jpg,https://store.spaceylon.com/product/sandalwood-spice-intensive-hand-cream-30g/
skin,White Jasmine – Facial Skin Tonic 100ml,$28.00 ,DOSHA BY FACE CARE,"An alcohol-free natural formula to tone, hydrate & gently illuminate skin. Purifying & cooling Witch Hazel helps remove traces of cleanser, dirt & make-up without drying skin, leaving it feeling soft, supple & refreshed.",Out of stock,White Jasmine – Facial Skin Tonic 100ml_primary.jpg,White Jasmine – Facial Skin Tonic 100ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-facial-skin-tonic-100ml/
skin,White Tuberose – Facial Scrub 100g,$30.00 ,DOSHA BY FACE CARE,"A light natural formula with fine fruit particles & 100% pure precious Tuberose oil to gently lighten, brighten & illuminate skin.",Out of stock,White Tuberose – Facial Scrub 100g_primary.jpg,White Tuberose – Facial Scrub 100g_secondary.jpg,https://store.spaceylon.com/product/white-tuberose-facial-scrub-100g/
mind & body,Energise – Invigorating Body Milk 250ml,$15.00 ,BODY CARE,"A warming & hydrating blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress.",In Stock,Energise – Invigorating Body Milk 250ml_primary.jpg,Energise – Invigorating Body Milk 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-milk-250ml-2/
mind & body,Energise – Invigorating Body Cleanser 250ml,$15.00 ,BATH & SHOWER,"A warming & purifying blend of powerful Ayurveda herbs & potent essential oils. Organic Ceylon Cinnamon helps invigorate & revive the body & mind, gently easing stress.",In Stock,Energise – Invigorating Body Cleanser 250ml_primary.jpg,Energise – Invigorating Body Cleanser 250ml_secondary.jpg,https://store.spaceylon.com/product/energise-invigorating-body-cleanser-250ml-3/
mind & body,Pink Lotus – Body Lotion 300ml,$15.00 ,DOSHA TYPES,"A rich natural formula with a hydrating blend of herbs & floral extracts to moisturise, nourish & care. Olive, Wheatgerm & Rice Bran help hydrate & promote moisture retention.",In Stock,Pink Lotus – Body Lotion 300ml_primary.jpg,Pink Lotus – Body Lotion 300ml_secondary.jpg,https://store.spaceylon.com/product/pink-lotus-body-lotion-300ml-2/
mind & body,Uplift – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, warm & invigorate the body & mind, promoting positive energies & happiness. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The tangy taste & spicy natural aroma help warm & uplift the senses.",Out of stock,Uplift – Herbal Infusion – 30g_primary.jpg,Uplift – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/uplift-herbal-infusion-30g/
mind & body,Sleep Intense – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Bedtime Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps take away daily stress, gently unwind & relieve the body & mind, promoting dreamy restful sleep. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The tangy floral taste & sweet natural aroma helps soothe & calm the senses.",Out of stock,Sleep Intense – Herbal Infusion – 30g_primary.jpg,Sleep Intense – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-herbal-infusion-30g/
mind & body,Energise – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Morning Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps comfort, warm & awaken the body & mind, promoting subtle energies. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The fruity floral taste & tangy natural aroma help soothe & energise the senses.",Out of stock,Energise – Herbal Infusion – 30g_primary.jpg,Energise – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/energise-herbal-infusion-30g/
mind & body,Refresh – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, uplift & invigorate the body & mind, promoting relaxed calm & internal balance. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The cooling minty flavour & natural floral aroma help soothe & refresh the senses",Out of stock,Refresh – Herbal Infusion – 30g_primary.jpg,Refresh – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/refresh-herbal-infusion-30g/
mind & body,De-stress – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, uplift & invigorate the body & mind, promoting relaxed calm & internal balance. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The cooling minty flavour & natural floral aroma help soothe & refresh the senses.",Out of stock,De-stress – Herbal Infusion – 30g_primary.jpg,De-stress – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/de-stress-herbal-infusion-30g/
mind & body,Clarify – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Daytime Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, stimulate & fortify the body & mind, improving alertness & clarity. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The light minty taste & natural aroma help soothe & clarify the senses.",Out of stock,Clarify – Herbal Infusion – 30g_primary.jpg,Clarify – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/clarify-herbal-infusion-30g/
mind & body,Comfort – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An After-Meal Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps take away daily stress, gently unwind & comfort the body & mind. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The sweet spicy flavour & natural aroma helps soothe & comfort the senses.",Out of stock,,,https://store.spaceylon.com/product/comfort-herbal-infusion-30g/
mind & body,Sleep – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Bedtime Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps take away daily stress, gently unwind & relieve the body & mind, promoting dreamy restful sleep. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The tangy floral taste & sweet natural aroma helps soothe & calm the senses.",Out of stock,Sleep – Herbal Infusion – 30g_primary.jpg,Sleep – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/sleep-herbal-infusion-30g/
mind & body,Relax – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An All-Day Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps refresh, uplift & invigorate the body & mind, promoting relaxed calm & internal balance. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The light tangy taste & natural aroma helps soothe & refresh the senses.",Out of stock,Relax – Herbal Infusion – 30g_primary.jpg,Relax – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/relax-herbal-infusion-30g/
mind & body,Detox – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An Evening Indulgence
A signature blend of time-tested Ayurveda herbs with proven natural benefits. Helps cleanse and refresh the body. Rich in natural anti-oxidants & cooling properties to help improve overall health & wellbeing. The spiced tangy taste & natural aroma helps soothe & clarify the senses.",Out of stock,Detox – Herbal Infusion – 30g_primary.jpg,Detox – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/detox-herbal-infusion-30g/
mind & body,Recovery – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An After-Workout Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a light leafy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Cinnamon, Peppermint, Lemongrass, help refresh, uplift & revitalize the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Recovery – Herbal Infusion – 30g_primary.jpg,Recovery – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/recovery-herbal-infusion-30g/
mind & body,Warmth – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An Evening Indulgence
A 100% natural, flavourful blend of time-tested Ayurveda herbs, fruits & flowers, with a light spicy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Amla, Cinnamon, Ginger, Coriander, Cardamom, help soothe, warm & comfort the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Warmth – Herbal Infusion – 30g_primary.jpg,Warmth – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/warmth-herbal-infusion-30g/
mind & body,Hangover – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Morning Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, tangy citrus taste & exotic herbal aroma. Enriched with naturally anti-oxidant Ginger, Licorice, Chamomile, Peppermint, Hibiscus, help comfort, awaken & balance the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Hangover – Herbal Infusion – 30g_primary.jpg,Hangover – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/hangover-herbal-infusion-30g/
mind & body,Unwind – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An Evening Indulgence
A 100% natural, flavourful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, light spicy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Cinnamon, Licorice, Orange Peel, help soothe, comfort & relax the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Unwind – Herbal Infusion – 30g_primary.jpg,Unwind – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/unwind-herbal-infusion-30g/
mind & body,Vitality – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An Evening Indulgence
A 100% natural, flavourful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, earthy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Ashwagandha, Licorice, Cinnamon, Lemongrass, Lemon & Orange Peel, help uplift, energise & invigorate the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Vitality – Herbal Infusion – 30g_primary.jpg,Vitality – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/vitality-herbal-infusion-30g/
mind & body,Immunity – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Morning Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, light earthy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Sarsaparilla, Licorice, Ginger, help reinforce, energize & strengthen the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Immunity – Herbal Infusion – 30g_primary.jpg,Immunity – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/immunity-herbal-infusion-30g/
mind & body,Soothe – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Mid-Day Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a refreshing minty taste & exotic herbal aroma. Enriched with naturally anti-oxidant Peppermint, Lemongrass, Gotukola, help cool, calm & relax the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Soothe – Herbal Infusion – 30g_primary.jpg,Soothe – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/soothe-herbal-infusion-30g/
mind & body,Delight – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An All-Day Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, light floral taste & exotic herbal aroma. Enriched with naturally anti-oxidant Cinnamon, Rose Petal, Licorice, help warm, refresh & delight the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Delight – Herbal Infusion – 30g_primary.jpg,Delight – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/delight-herbal-infusion-30g/
mind & body,Happy – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"A Mid-Day Indulgence
A 100% natural, flavorful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, nutty taste & exotic herbal aroma. Enriched with naturally anti-oxidant Licorice, Peppermint, Lemongrass, help refresh, soothe & uplift the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Happy – Herbal Infusion – 30g_primary.jpg,Happy – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/happy-herbal-infusion-30g/
mind & body,Love – Herbal Infusion – 30g,$10.00 ,HERBAL INFUSIONS,"An Evening Indulgence
A 100% natural, flavourful blend of time-tested Ayurveda herbs, fruits & flowers, with a naturally sweet, tangy taste & exotic herbal aroma. Enriched with naturally anti-oxidant Lemongrass, Licorice, Rosehip, Hibiscus, help uplift, comfort & energise the body & mind. Rich in natural anti-oxidants & cooling properties, to promote overall wellness & internal balance.",Out of stock,Love – Herbal Infusion – 30g_primary.jpg,Love – Herbal Infusion – 30g_secondary.jpg,https://store.spaceylon.com/product/love-herbal-infusion-30g/
mind & body,Neroli Jasmine – Hand & Body Lotion 250ml,,BODY CARE,A gently calming & caring blend of herbs & essential oils to help improve skin wellness.,Availability not available,Neroli Jasmine – Hand & Body Lotion 250ml_primary.jpg,Neroli Jasmine – Hand & Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-hand-body-lotion-250ml/
mind & body,Neroli Jasmine – Gentle Hand Wash 250ml,,HAND WASH,A gently calming hand cleanser with a caring blend of herbs & essential oils.,Availability not available,Neroli Jasmine – Gentle Hand Wash 250ml_primary.jpg,Neroli Jasmine – Gentle Hand Wash 250ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-gentle-hand-wash-250ml/
mind & body,Neroli Jasmine – No Age – Serum Enriched Hand Cream – 30g,$6.00 ,HAND CREAMS & TREATMENTS,An easy-absorbent blend of rich fruit butters & Ayurveda WonderHerbs for intensive care.,Out of stock,Neroli Jasmine – No Age – Serum Enriched Hand Cream – 30g_primary.jpg,Neroli Jasmine – No Age – Serum Enriched Hand Cream – 30g_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-no-age-serum-enriched-hand-cream-30g/
mind & body,Neroli Jasmine – Hydrate & Treat Rich Body Butter – 150g,$16.00 ,BODY BUTTERS/RICH BODY CREAMS,"An ultra-rich intensive formula to hydrate & gently illuminate skin, while soothing dryness & related discomfort. Rice Bran & Virgin Coconut combine with Mango & Cocoa Butters help intensively nourish, soften & smoothen rough & dry areas.",Out of stock,Neroli Jasmine – Hydrate & Treat Rich Body Butter – 150g_primary.jpg,,https://store.spaceylon.com/product/neroli-jasmine-hydrate-treat-rich-body-butter-150g/
mind & body,Neroli Jasmine – Gentle Body Cleanser – 250ml,$11.00 ,BATH & SHOWER,A gentle sulphate-free body cleanser with a caring blend of herbs & essential oils.,Out of stock,Neroli Jasmine – Gentle Body Cleanser – 250ml_primary.jpg,,https://store.spaceylon.com/product/neroli-jasmine-gentle-body-cleanser/
mind & body,Neroli Jasmine – Calming Body Mist – 100ml,$12.00 ,MIND & BODY,A quick drying non-oily natural mist with a blend of herbs & essential to gently pacify the body & mind.,Out of stock,Neroli Jasmine – Calming Body Mist – 100ml_primary.jpg,Neroli Jasmine – Calming Body Mist – 100ml_secondary.jpg,https://store.spaceylon.com/product/neroli-jasmine-calming-body-mist-100ml/
mind & body,Sleep – Body Milk 250ml,$15.00 ,BODY CARE,"A potent natural blend of essential oils & herbs to promote deep restful sleep. Virgin Coconut & Honey help nourish, moisturize & treat dryness. Sweet Almond milk improves overall skin health & helps maintain a restful sleep.",In Stock,Sleep – Body Milk 250ml_primary.jpg,Sleep – Body Milk 250ml_secondary.jpg,https://store.spaceylon.com/product/sleep-body-milk-250ml-2/
mind & body,Ylang Lavender -Hand Wash,,HAND WASH,Description not available,Availability not available,,,https://store.spaceylon.com/product/ylang-lavender-hand-wash/
mind & body,Sleep Intense – Relaxing Body Cleanser 250ml,$15.00 ,BATH & SHOWER,"An intense pacifying & purifying blend of powerful Ayurveda herbs & potent essential oils to promote dreamy restful sleep. Comforting & grounding Neroli Blossom helps wash away daily stress & gently unwind, while exotic Ylang Ylang calms & clarifies mind & body.",Out of stock,Sleep Intense – Relaxing Body Cleanser 250ml_primary.jpg,Sleep Intense – Relaxing Body Cleanser 250ml_secondary.jpg,https://store.spaceylon.com/product/sleep-intense-relaxing-body-cleanser-250ml/
mind & body,White Jasmine – Night Body Lotion 250ml,,BODY CARE,"A rich overnight caring formula with 100% pure precious Jasmine oil & glow enhancing natural actives, to gently lighten, brighten & illuminate skin.",Availability not available,White Jasmine – Night Body Lotion 250ml_primary.jpg,White Jasmine – Night Body Lotion 250ml_secondary.jpg,https://store.spaceylon.com/product/white-jasmine-night-body-lotion-250ml/
mind & body,Royal Lotus -Bath & Shower Gel 250ml,$21.00 ,BATH & SHOWER,A mild cleansing formula infused with precious herbs & pure essential oils.,Out of stock,Royal Lotus -Bath & Shower Gel 250ml_primary.jpg,Royal Lotus -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/royal-lotus-bath-shower-gel-250ml/
mind & body,Unawatuna -Bath & Shower Gel 250ml,$21.00 ,BATH & SHOWER,A mild cleansing formula infused with precious herbs & pure essential oils.,Out of stock,Unawatuna -Bath & Shower Gel 250ml_primary.jpg,Unawatuna -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/unawatuna-bath-shower-gel-250ml/
mind & body,Island Rose -Bath & Shower Gel 250ml,$21.00 ,BATH & SHOWER,A mild cleansing formula infused with precious herbs & pure essential oils.,In Stock,Island Rose -Bath & Shower Gel 250ml_primary.jpg,Island Rose -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/island-rose-bath-shower-gel-250ml/
mind & body,Mirissa -Bath & Shower Gel 250ml,$21.00 ,BATH & SHOWER,A mild cleansing formula infused with precious herbs & pure essential oils.,In Stock,Mirissa -Bath & Shower Gel 250ml_primary.jpg,Mirissa -Bath & Shower Gel 250ml_secondary.jpg,https://store.spaceylon.com/product/mirissa-bath-shower-gel-250ml/
mind & body,SUN – Moisture Care Body Spray – UVA + UVB Medium Protection 60ml (SPF25+),$0.00 ,SUN CARE,Description not available,In Stock,,,https://store.spaceylon.com/product/sun-moisture-care-body-spray-uva-uvb-medium-protection-60ml-spf25/
mind & body,Mirissa – Nourishing Hand & Body Lotion – 160ml,$21.00 ,BODY LOTIONS,"A rich, naturally hydrating blend of WonderHerbs, plant oils & fruit butters to deeply nourish, care & protect. Infused with aromatic essences & floral essential oils for lasting fragrant softness.",In Stock,Mirissa – Nourishing Hand & Body Lotion – 160ml_primary.jpg,Mirissa – Nourishing Hand & Body Lotion – 160ml_secondary.jpg,https://store.spaceylon.com/product/mirissa-nourishing-hand-body-lotion-160ml/
